DATE,TCL_AT,TCL_LT,TCL_HT,TEMP_EF_CAP,TEMP_EF_DONGNAM,TEMP_EF_DAEGYUNG,TEMP_EF_CHOONG,TEMP_EF_HONAM,TEMP_EF_MEAN,POWER_WATER,POWER_FIRE,POWER_NUCLEAR,POWER_NAEYEON,POWER_GROUP,POWER_TRANS,POWER_GAS,POWER_JUNG,POWER_MOO,POWER_YOU,POWER_LNG,ELEC_ALL,ELEC_FAMILY,ELEC_PUBLIC,ELEC_SERVICE,ELEC_CIVIL_SUM,ELEC_ARGRI_FISHING,ELEC_MINING,ELEC_MANUFACT,ELEC_INDSUM
2006-02-01,0.110583529411765,-0.494928823529412,0.615994705882353,0.72873,5.87605,6.71506,3.28897,1.83939,3.68964,178216,6275354,11542653,49117,290228,35630,12766622,1321060,394163,10908410,142989.0,29978782,4621615,1271026,10204934,16097575,662155,100607,13118445,13881207
2006-03-01,0.485758235294118,-0.090965294117647,1.00308764705882,0.50864,5.79873,6.66794,3.19651,1.75551,3.585466,191787,8010350,11124091,65596,314948,42291,13075849,1442560,556932,10948777,127580.0,29262514,4134509,1245042,9155216,14534767,567076,113893,14046778,14727747
2006-04-01,0.918725294117647,0.581577647058824,1.52204058823529,0.09895,5.73145,6.62884,3.10179,1.67831,3.447868,244783,6657252,11247414,73382,255575,39204,11337712,859998,545183,9863231,69301.0,28826291,4349791,1222791,8938952,14511534,547545,115315,13651897,14314757
2006-05-01,1.39302941176471,1.03344705882353,1.91446117647059,-0.39219,5.68172,6.5941,3.01163,1.61899,3.30285,429949,5074779,12399539,64430,181383,32672,11298897,475120,446397,10354866,22514.0,27349505,4027016,1069648,7831433,12928097,505024,117926,13798458,14421408
2006-06-01,1.68931941176471,1.43126470588235,2.13249352941177,-0.51785,5.63967,6.55835,2.96889,1.58936,3.247684,579371,5004679,12513770,50856,144057,30363,11641685,626343,443976,10468720,102647.0,27613395,4151786,1098778,7838581,13089145,553085,119236,13851929,14524250
2006-07-01,1.82577941176471,1.60939647058824,2.27542882352941,-0.65764,5.61369,6.55143,2.96058,1.57728,3.209068,1068032,4236872,13348041,54897,111119,31966,12604905,382210,462394,11626990,133311.0,27999171,4217472,1177006,8233070,13627548,523236,110395,13737992,14371623
2006-08-01,2.11990235294118,1.83705705882353,2.49150647058824,-0.73643,5.54832,6.50707,2.92492,1.55856,3.160488,1074817,5230053,13558905,63618,72718,31230,14224144,879283,568079,12573366,203416.0,29861619,4840414,1292244,9184733,15317391,642691,117533,13784004,14544228
2006-09-01,1.62285352941176,1.29751529411765,2.05176352941176,-0.54742,5.62953,6.58319,2.99379,1.60395,3.252608,431282,4859485,12394753,34123,142843,36191,12333728,626528,413281,11267743,26176.0,29431425,4575149,1235764,8689507,14500420,654271,124781,14151953,14931005
2006-10-01,1.40696705882353,0.982905882352941,1.82883529411765,-0.35784,5.64383,6.59678,3.02919,1.62162,3.306716,347314,4168141,13010513,43252,151154,55296,12300116,619391,317941,11330226,32559.0,26316296,3984903,1021020,7450384,12456307,531913,112533,13215543,13859989
2006-11-01,0.755157647058824,0.355974705882353,1.32358941176471,0.30718,5.72143,6.64987,3.14738,1.69358,3.503888,222276,5702618,12074860,53463,286802,71312,13641905,2186112,439417,10923378,92998.0,28914360,4312012,1167790,8376019,13855821,845341,126754,14086444,15058539
2006-12-01,0.21868,-0.358974117647059,0.687379411764706,0.68825,5.82056,6.7056,3.27711,1.81225,3.660754,244406,6749431,12534979,58467,312111,68611,15623073,2602949,595019,12267694,157411.0,31342548,4528387,1396661,10058771,15983819,610681,127037,14621011,15358729
2007-01-01,0.143561176470588,-0.187747058823529,0.634727647058824,0.74949,5.8445,6.70743,3.29954,1.83425,3.687042,216641,6468328,12642488,59603,339913,72322,16476173,2509951,550300,13208521,207400.0,32543861,4706885,1401561,10866291,16974737,656547,120348,14792223,15569118
2007-02-01,0.409086470588235,-0.119265882352941,0.891761764705882,0.56862,5.79976,6.68254,3.22926,1.77493,3.611022,213268,5998543,11035769,51380,278048,56032,13398416,1910618,375630,10936210,175958.0,31089129,4736308,1327497,10738706,16802511,710859,107321,13468437,14286617
2007-03-01,0.598004705882353,-0.0230023529411764,1.12901352941176,0.44112,5.78037,6.66293,3.18073,1.73654,3.560338,254733,6924245,12269561,56792,319292,76293,14625430,2175628,453216,11835805,160782.0,30138431,4202931,1285094,9365077,14853102,588603,116831,14579895,15285329
2007-04-01,0.999974705882353,0.531849411764706,1.58729764705882,0.10736,5.71989,6.6248,3.09999,1.67773,3.445954,254476,5972083,11880319,46700,244137,74578,12855145,1133528,542639,11088419,90559.0,30374816,4462705,1296526,9381808,15141039,580356,124476,14528944,15233776
2007-05-01,1.50819882352941,1.17370764705882,2.06416117647059,-0.36739,5.66695,6.58613,3.01389,1.61612,3.30314,347825,5847084,11470475,57655,201099,77457,13502397,1516203,545270,11376259,64664.0,29029176,4183592,1130833,8270064,13584489,562374,123044,14759268,15444686
2007-06-01,1.85611235294118,1.55519117647059,2.29171470588235,-0.62814,5.63898,6.56191,2.9662,1.58776,3.225342,410835,6453261,10868108,47409,124170,61887,13790177,1124260,530552,11998255,137109.0,29203872,4261530,1177411,8279936,13718877,629755,125455,14729784,15484994
2007-07-01,1.99462941176471,1.77460235294118,2.43275,-0.67464,5.61234,6.54565,2.94955,1.57319,3.201218,511111,6233718,11878842,32930,109348,35370,14869201,719172,455219,13585610,109199.0,29845821,4300541,1285129,8691159,14276829,575507,121404,14872081,15568992
2007-08-01,2.20848352941177,1.85207764705882,2.55478882352941,-0.7279,5.56138,6.51356,2.93019,1.55973,3.167392,984462,5816822,13148211,43986,124639,54971,15745448,944968,580485,13929965,290030.0,31669513,4980564,1364193,9672248,16017005,682731,121958,14847819,15652508
2007-09-01,1.81196764705882,1.54977352941176,2.27369647058824,-0.57514,5.61197,6.56939,2.97979,1.59108,3.235418,887829,5150213,11708775,39174,122534,60740,13305917,583725,427155,12209287,85751.0,30680240,4844205,1335123,9203827,15383155,688721,118991,14489372,15297084
2007-10-01,1.31250647058824,0.801248823529412,1.77830176470588,-0.16509,5.66145,6.60959,3.05926,1.63724,3.36049,399994,6666363,11411423,35864,300192,74490,13959694,923111,562356,12306975,167253.0,29202242,4317981,1171100,8159533,13648614,571352,126671,14855605,15553628
2007-11-01,0.664053529411765,0.100356470588235,1.19697647058823,0.40094,5.73698,6.65974,3.18554,1.7213,3.5409,298557,7025453,12148367,51202,356688,86231,14682635,955416,478237,13047165,201817.0,31274923,4504219,1284511,9168285,14957015,866641,138094,15313173,16317908
2007-12-01,0.280725882352941,-0.037255294117647,0.841515882352941,0.68086,5.80581,6.69624,3.26684,1.78558,3.647066,262730,7849305,12474825,55662,565078,100454,16204442,1206157,560485,14100621,337179.0,33553410,4672523,1519602,10804289,16996414,681347,139572,15736077,16556996
2008-01-01,0.0161476470588235,-0.484192941176471,0.499167647058823,0.80486,5.85549,6.72781,3.324,1.86064,3.71456,306151,8752088,13362756,50751,614731,82896,16135808,1394058,568286,13753079,420385.0,35129161,5002651,1523330,11750225,18276206,717768,136341,15998875,16852984
2008-02-01,0.0193705882352941,-0.385355294117647,0.677714705882353,0.78869,5.87584,6.73003,3.32506,1.86751,3.717426,313642,7172186,12816066,43228,582333,97429,14488149,1034452,403245,12823102,227350.0,34177711,5037259,1513567,11982629,18533455,761485,114846,14767925,15644256
2008-03-01,0.673358235294118,0.258251764705882,1.28134176470588,0.37816,5.76776,6.6583,3.16836,1.72929,3.540374,324779,6922315,13733839,44317,592144,92079,14167708,636204,622733,12818213,90558.0,33293772,4559993,1475240,10553059,16588292,709968,131898,15863613,16705479
2008-04-01,1.19412941176471,0.775381176470588,1.84847411764706,-0.08667,5.70934,6.62026,3.07186,1.65573,3.394104,372141,6135854,12137281,39426,515723,89238,13505079,524489,587226,12369155,24209.0,31704738,4621475,1347134,9502189,15470798,609189,127404,15497348,16233941
2008-05-01,1.54446529411765,1.08596352941176,2.17061294117647,-0.33278,5.6712,6.58651,3.01641,1.6178,3.311828,439217,5976805,12127124,45848,280028,83998,14110231,385000,540084,13142769,42378.0,30119983,4327527,1185546,8435189,13948262,588415,127303,15456004,16171722
2008-06-01,1.82609294117647,1.46617941176471,2.29939176470588,-0.54979,5.64724,6.57823,2.98132,1.59244,3.249888,480613,4856487,11966569,18977,318038,56888,15149101,430324,580820,14099221,38736.0,30352080,4412073,1234560,8467546,14114179,621888,115896,15500116,16237900
2008-07-01,2.24660882352941,1.95314176470588,2.65504705882353,-0.6905,5.5776,6.50597,2.93168,1.55704,3.176358,633131,6061190,12345477,33801,344574,80161,17481712,1001307,653589,15604790,222026.0,32010672,4554289,1401717,9202828,15158834,611924,117460,16122454,16851838
2008-08-01,2.18901764705882,1.88000529411765,2.60456941176471,-0.66982,5.58476,6.53391,2.94557,1.56417,3.191718,1121832,4322361,13561182,32695,268517,77098,16819190,368460,532161,15826943,91627.0,33021497,5212158,1407042,10023405,16642605,743266,113784,15521840,16378890
2008-09-01,1.93510823529412,1.30288235294118,2.34103941176471,-0.55243,5.61082,6.56108,2.97861,1.58268,3.236152,657491,5363438,11612437,38832,316376,70095,15318174,511924,392461,14219935,193854.0,31322927,4714525,1335939,9112717,15163181,715275,108372,15336099,16159746
2008-10-01,1.46197529411765,1.01291823529412,1.98999529411765,-0.23792,5.65315,6.60139,3.05186,1.62469,3.338634,419730,5918698,12140059,45708,300192,184989,15163305,366641,552678,14236357,7630.0,30403363,4373511,1226168,8435499,14035178,622543,117744,15627896,16368183
2008-11-01,0.76000705882353,0.0673023529411765,1.29321411764706,0.33022,5.74321,6.6571,3.16958,1.71408,3.522838,264925,6526778,11938911,41255,356688,245151,14945530,506380,718444,13665546,55160.0,30863876,4619509,1310398,9228903,15158810,953877,117663,14633526,15705066
2008-12-01,0.239890588235294,-0.387638823529412,0.832932352941177,0.66965,5.82504,6.71085,3.27544,1.80662,3.65752,228998,6511151,13216231,67870,565078,213402,16371369,822323,777267,14667928,103850.0,32670358,4792968,1616688,10940876,17350532,733229,117397,14469201,15319827
2009-01-01,-0.0341347058823529,-0.535435294117647,0.631578235294118,0.78925,5.88571,6.74045,3.34078,1.86796,3.72483,305668,6021321,12897651,63124,617899,142521,17694375,1877233,705170,14968051,143921.0,34349683,5200531,1666080,12516933,19383544,829088,105714,14031337,14966139
2009-02-01,0.399427058823529,-0.128312352941177,1.09511941176471,0.60863,5.79022,6.682,3.2413,1.77487,3.619404,242577,4940880,11343595,61315,600762,130936,16657834,1969190,719707,13887423,81513.0,33306296,5165742,1540121,11785449,18491312,827631,99300,13888053,14814984
2009-03-01,0.650822941176471,0.233281176470588,1.52257235294118,0.44099,5.76681,6.66015,3.18633,1.73675,3.558206,280306,5251755,12384729,59787,605487,160186,17836161,1989141,782087,15014930,50002.0,32615254,4516807,1528489,10401325,16446621,735226,108855,15324553,16168634
2009-04-01,1.16970058823529,0.634430588235294,1.88550235294118,0.00649,5.70571,6.61635,3.09144,1.66455,3.416908,315786,4315554,12004378,39462,450097,145766,16356422,1800356,681506,13863495,11065.0,32478163,4756324,1463246,9917781,16137351,698429,110706,15531678,16340813
2009-05-01,1.68669764705882,1.27800117647059,2.32900235294118,-0.41068,5.65902,6.57799,3.01391,1.60984,3.290016,484918,3086789,12927934,51329,344856,151947,16380948,992648,729618,14613767,44915.0,30436168,4485765,1262053,8743109,14490927,645140,108845,15191256,15945241
2009-06-01,1.99365176470588,1.60329411764706,2.53560941176471,-0.58334,5.62822,6.55244,2.97173,1.58418,3.230646,609269,4747452,12407682,56064,343793,115572,15922794,259123,516630,15126706,20334.0,31079781,4549373,1346197,9000386,14895956,688549,114574,15380702,16183825
2009-07-01,2.15502235294118,1.90219411764706,2.54500529411765,-0.65747,5.60725,6.54653,2.96166,1.57515,3.206624,1076073,4601183,13073661,53083,356689,123406,17535216,204199,587004,16684813,59200.0,32430824,4620457,1496890,9578963,15696310,655989,110543,15967984,16734516
2009-08-01,2.27169117647059,1.91198705882353,2.66534352941176,-0.67456,5.5859,6.53984,2.94704,1.56622,3.192888,966456,4681319,12807063,71837,264706,117104,18000587,397434,659944,16904719,38490.0,33043506,5027235,1501390,9983859,16512484,734027,108154,15688841,16531022
2009-09-01,1.96048764705882,1.64559294117647,2.42846470588235,-0.56266,5.61428,6.56692,2.97725,1.58843,3.236844,484928,5605214,11335703,54992,384608,121156,17318857,273826,607736,16341804,95491.0,33525439,4862515,1514988,9542758,15920261,791394,120753,16693032,17605179
2009-10-01,1.48599647058824,1.07049882352941,2.02256941176471,-0.23597,5.65645,6.60618,3.0476,1.62751,3.340354,297348,5033604,12180657,52452,405082,157318,16388338,171345,527180,15689812,64058.5,31044394,4519174,1316375,8652123,14487672,667151,110721,15778850,16556722
2009-11-01,0.745328235294118,0.231247058823529,1.54588941176471,0.35504,5.75281,6.6601,3.17217,1.71727,3.531478,225579,7224629,11460708,58429,625924,183854,17603631,721120,703878,16146007,32626.0,33530622,4865299,1477283,9554087,15896669,1058382,122212,16453359,17633953
2009-12-01,0.112699411764706,-0.44847,0.687309411764706,0.72806,5.85125,6.72109,3.30455,1.83124,3.687238,352253,8976308,12947045,75079,827095,240842,18839911,1314484,757197,16584106,184125.0,36634505,5026261,1819146,11526201,18371608,813522,129780,17319595,18262897
2010-01-01,-0.156086470588235,-0.688651764705882,0.598424705882353,0.84789,5.9039,6.75077,3.36038,1.88112,3.748812,400215,9088348,13251629,76514,857848,278344,19786031,1553224,717764,17228395,286648.0,39712861,5507536,1926310,13585412,21019258,969598,121661,17602343,18693602
2010-02-01,0.26239,-0.223861176470588,1.18152941176471,0.63396,5.84109,6.70762,3.27094,1.80808,3.652338,376796,7697082,11431342,68940,687427,241676,16667519,1016525,629593,14814055,207345.0,37220269,5418969,1788713,12843331,20051013,969684,118516,16081055,17169255
2010-03-01,0.53136,0.0588599999999999,1.26585117647059,0.54789,5.79714,6.67464,3.20775,1.74479,3.594442,448824,8974642,11340739,64219,789984,304248,18510659,1192456,658603,16360985,298615.0,35568069,4747389,1689651,10855621,17292661,825705,128922,17320781,18275408
2010-04-01,0.953915882352941,0.457664117647059,1.68527176470588,0.21556,5.74056,6.64168,3.12809,1.69148,3.483474,489341,8095284,11444409,58249,694782,343070,15960563,873102,713885,14195439,178137.0,35979970,5021423,1692119,10877068,17590610,801814,144738,17442807,18389359
2010-05-01,1.62208764705882,1.00835588235294,2.29060764705882,-0.30445,5.67257,6.59003,3.02102,1.6184,3.319514,537686,6408096,12584152,62111,487168,349941,15539487,825884,604198,14019747,89657.0,33819812,4710172,1416320,9455208,15581700,695652,129927,17412534,18238113
2010-06-01,2.13536235294118,1.52797882352941,2.55949529411765,-0.60063,5.62223,6.54389,2.95848,1.58246,3.221286,530692,6698279,12444563,39732,429925,263331,16561702,841035,589861,14941002,189804.0,33835637,4753084,1448346,9295039,15496469,723156,147323,17468689,18339168
2010-07-01,2.39416058823529,2.12859588235294,2.84795529411765,-0.67696,5.58144,6.5251,2.93387,1.56499,3.185688,508693,6901209,13265663,51015,454848,290251,18961500,891409,779072,17050291,240728.0,35551241,4903709,1629458,10104520,16637687,719963,147904,18045687,18913554
2010-08-01,2.52919941176471,2.29033470588235,2.92187882352941,-0.67127,5.54435,6.50152,2.92145,1.55133,3.169476,781564,7290040,13303933,68028,471500,331966,19255473,925775,780250,17333667,215781.0,37264761,5729394,1687476,11230451,18647321,839120,140508,17637813,18617441
2010-09-01,2.09694235294118,1.41789647058824,2.57344352941176,-0.52891,5.5938,6.55667,2.97406,1.58335,3.235794,1035628,6349186,10979636,52554,468372,355257,17809051,680304,709533,16304966,114247.0,36254476,5522699,1693973,10607473,17824145,864029,142090,17424212,18430331
2010-10-01,1.43015352941176,0.579996470588235,1.86329352941177,-0.13782,5.66284,6.61142,3.06767,1.64416,3.369654,516504,6942090,12642764,53659,636677,449214,16690936,349829,785807,15554746,555.0,33555161,4726705,1388689,9035295,15150689,697868,144194,17562411,18404473
2010-11-01,0.731416470588235,0.191237058823529,1.26935411764706,0.39864,5.74595,6.66278,3.18131,1.72942,3.54362,372219,8635218,12922610,58373,949952,544797,16673958,331753,721760,15448829,171616.0,36106325,4962997,1590350,10132180,16685527,1024694,152822,18243282,19420798
2010-12-01,0.0983747058823529,-0.510085882352941,0.913155294117647,0.72621,5.85855,6.72794,3.30651,1.84071,3.691984,473742,10932664,12984271,77303,1151751,725964,19032395,1393074,669547,16675365,294408.0,39291648,5190092,1920137,11901471,19011700,910570,164348,19205029,20279947
2011-01-01,-0.447698235294118,-1.03302764705882,0.0061211764705882,0.91507,5.98749,6.783,3.41925,1.96999,3.81496,650927,12563666,12489488,83092,1326311,862331,20356791,1894751,724125,17352140,385776.0,43116656,5708799,2124665,14262566,22096030,1082726,160825,19777076,21020627
2011-02-01,0.230991176470588,-0.296162352941176,1.00770470588235,0.67967,5.82957,6.70089,3.2742,1.82632,3.66213,483372,8375742,11880871,69917,1204167,697555,16455025,782549,664105,14842371,166000.0,39845241,5645092,1948890,13554206,21148188,1096549,142943,17457561,18697053
2011-03-01,0.46662,0.0293611764705882,1.28777764705882,0.56716,5.80607,6.67596,3.2231,1.7833,3.611118,424599,9880464,13089307,80747,1321057,642641,17615108,1131160,690888,15492299,300761.0,38447975,4841793,1825123,11411544,18078460,932269,160992,19276254,20369515
2011-04-01,1.08850882352941,0.542045882352941,1.81935,0.13252,5.72015,6.62718,3.10366,1.67999,3.4527,357922,8554186,12755770,66158,1048498,640418,15244342,487376,660112,13851742,245112.0,37727320,5077700,1702229,10895248,17675177,857263,153727,19041153,20052143
2011-05-01,1.67003764705882,1.27789,2.26324529411765,-0.34445,5.6719,6.59452,3.01533,1.61507,3.310474,746259,7280752,13578061,70438,723994,662655,15234639,246263,552866,14399269,36241.0,35466174,4788808,1430626,9470110,15689544,697405,167918,18911306,19776629
2011-06-01,2.09215176470588,1.71282882352941,2.65548941176471,-0.53877,5.6295,6.54971,2.96527,1.58473,3.238088,787468,7814292,12260303,47389,827657,620207,16479702,751583,751314,14777294,199511.0,35759644,4794289,1493435,9449146,15736870,738820,170762,19113191,20022773
2011-07-01,2.40651647058824,2.12254176470588,2.93406588235294,-0.63937,5.58336,6.52468,2.93477,1.56359,3.193406,1293562,7103150,13982548,63800,816859,527338,18543012,425432,775527,17212289,129764.0,37296560,4929816,1677590,10114516,16721922,718216,166937,19689484,20574637
2011-08-01,2.45219117647059,2.08736823529412,2.92043941176471,-0.65431,5.57473,6.53089,2.9342,1.56695,3.190492,1245427,6842942,14445934,67084,784704,518022,18439432,444141,767991,17157139,70161.0,38374057,5557244,1731261,11034717,18323222,840934,166281,19043619,20050834
2011-09-01,2.09726117647059,1.55708352941176,2.65083882352941,-0.5208,5.60483,6.56092,2.98077,1.58838,3.24282,665051,7486470,12056994,59933,643850,533435,17349977,797576,665173,15701899,185328.0,36871130,5221464,1673873,10256889,17152226,888939,151042,18678925,19718906
2011-10-01,1.41776470588235,0.726184117647059,1.94071117647059,-0.11724,5.66983,6.61572,3.07546,1.64492,3.377738,396576,6722480,12793369,63815,1084351,576596,18132625,563498,731997,16695879,141252.0,35615491,4744069,1452306,9105906,15302281,746991,154134,19412086,20313211
2011-11-01,1.11805176470588,0.438885294117647,1.74875823529412,0.10459,5.71339,6.64668,3.11457,1.68123,3.452092,360971,7934481,12503594,69701,1196108,596944,17758166,665818,725007,16293367,73973.0,36880435,5040752,1567187,9705805,16313744,1050280,170691,19345719,20566690
2011-12-01,0.101989411764706,-0.424157647058824,0.643336470588235,0.74809,5.86612,6.72037,3.299,1.84086,3.694888,418519,10920758,12886867,78459,1451511,714247,19595985,1266191,794878,17236176,298739.0,39669577,5214421,1912126,11501621,18628168,924587,161990,19954833,21041410
2012-01-01,-0.0828464705882352,-0.561223529411765,0.497804117647059,0.80874,5.90268,6.73785,3.33752,1.88083,3.733524,419538,10391801,13113887,80977,1408526,723807,19516810,1042334,776012,17437775,260688.0,42486807,5664797,2092377,13759085,21516259,1166165,153493,19650889,20970547
2012-02-01,-0.0374611764705882,-0.705325882352941,0.659822352941176,0.76351,5.90359,6.73848,3.32773,1.88446,3.723554,378827,10903097,12091551,79623,1322289,691486,18396865,1133973,765266,16199591,298036.0,41932128,5712297,2051774,13599172,21363243,1212664,144901,19211319,20568884
2012-03-01,0.593101176470588,0.0300511764705881,1.31542176470588,0.47923,5.78947,6.6686,3.20157,1.76151,3.580076,449462,10657802,12480623,71885,1317312,660603,17977931,1203111,755891,15749453,269477.0,40324308,5160286,1916960,11920066,18997312,1097143,151593,20078261,21326997
2012-04-01,1.26972764705882,0.724021176470588,2.13202,0.02451,5.7109,6.61942,3.08516,1.66814,3.421626,687797,9615635,11387285,66308,1147976,827546,15392765,1238967,613779,13270103,269916.0,38496407,5245617,1769610,10956292,17971519,977433,156651,19390805,20524889
2012-05-01,1.87232705882353,1.41311,2.50256235294118,-0.44325,5.65455,6.5846,2.99591,1.60709,3.27978,651429,8845473,12267735,61852,920701,702847,16042229,1260104,597535,13907863,276728.0,36388770,4825159,1501295,9420666,15747120,784896,154927,19701827,20641650
2012-06-01,2.25330294117647,1.87583411764706,2.76457411764706,-0.59921,5.62773,6.56175,2.95437,1.58412,3.225752,544169,8073197,12770021,35342,790334,674081,17105827,1203305,758644,14793304,350575.0,36610560,4876703,1545611,9471078,15893392,857983,131577,19727608,20717168
2012-07-01,2.51966,2.18930294117647,3.01156882352941,-0.61948,5.56347,6.51556,2.92921,1.56319,3.19039,710236,8870556,12933458,61586,756829,733673,19229389,1372726,810544,16748114,298005.0,38149087,5002111,1928367,10135882,17066360,804987,122396,20155344,21082727
2012-08-01,2.66097235294118,2.23854117647059,3.16058647058824,-0.60202,5.54783,6.51036,2.92199,1.55372,3.186376,941327,7974361,13965899,71560,829265,704536,19667100,1213826,796668,17378759,277846.0,39901705,6256403,1588063,11452468,19296934,1040264,117320,19447187,20604771
2012-09-01,2.06735117647059,1.60105588235294,2.53654117647059,-0.50942,5.61945,6.57443,2.98684,1.59782,3.253824,895349,6260734,13357927,47641,700818,628834,17106625,448276,658332,15953942,46075.0,37881181,5407282,1671867,10350403,17429552,962390,115721,19373519,20451630
2012-10-01,1.52516176470588,0.94539,2.00770823529412,-0.19322,5.6671,6.61408,3.0652,1.64101,3.358834,680071,7026161,12674208,60012,924365,749794,17326196,866388,690804,15477091,291914.0,34907400,4804896,1482762,8772294,15059952,783288,114517,18949643,19847448
2012-11-01,0.692422941176471,0.195066470588235,1.28786588235294,0.45271,5.76159,6.66503,3.19347,1.73224,3.561008,611442,10090672,10929040,39026,1304388,754737,18488405,1223786,759969,16181871,322779.0,37931181,5157886,1701972,10186466,17046324,1230012,127300,19527544,20884856
2012-12-01,-0.162391764705882,-0.687575294117647,0.531217647058824,0.83496,5.90034,6.75258,3.36344,1.88079,3.746422,682655,12172443,12355661,76257,1489932,765925,20085859,1346625,784319,17464090,490826.0,41583414,5422714,2171682,12474903,20069299,1156775,125974,20231367,21514116
2013-01-01,-0.149718235294118,-0.759783529411765,0.689500588235294,0.8057,5.90997,6.75355,3.35962,1.89391,3.74455,564772,11839774,13669624,81817,1479302,787986,20134978,1201705,787770,17583287,562217.0,44491470,5881480,2309354,14243845,22434679,1383228,123434,20550128,22056790
2013-02-01,0.07734,-0.672147647058824,0.949775882352941,0.74921,5.86139,6.71977,3.30805,1.85001,3.697686,594322,9412473,11300927,67493,1310221,721194,17827259,995489,666740,15662236,502794.0,41012232,5746706,2123222,13237272,21107200,1363596,110767,18430670,19905033
2013-03-01,0.672274117647059,0.265891764705882,1.74229823529412,0.4706,5.76153,6.65533,3.18675,1.74857,3.564556,585245,9986408,12077521,64745,1394261,738203,18467341,918080,750976,16673645,124640.0,39520572,4978420,1908230,11221782,18108432,1158794,120507,20132840,21412141
2013-04-01,1.07353705882353,0.567989411764706,1.90148705882353,0.16527,5.72834,6.63672,3.12129,1.69226,3.468776,688628,10333717,10810117,67153,1100720,796902,16845723,1370917,626140,14548501,300165.0,39007192,5240100,1872996,10772305,17885401,1046160,125727,19949903,21121790
2013-05-01,1.82353117647059,1.29525294117647,2.58467411764706,-0.34568,5.66328,6.58176,3.00927,1.61508,3.304742,725281,10257922,10527606,70890,754323,793291,17142489,988547,535882,15372239,245821.0,37460418,4904370,1577656,9707702,16189728,872527,125602,20272562,21270691
2013-06-01,2.33816352941176,1.84073,2.82726058823529,-0.59034,5.62303,6.55129,2.95227,1.58085,3.22342,784494,9838449,9797574,49362,1003139,722197,18508549,1258495,711349,16202877,335828.0,37366213,4968141,1606528,9601421,16176090,865492,124118,20200513,21190123
2013-07-01,2.63371941176471,2.34298352941176,3.02202,-0.63756,5.5711,6.50078,2.9246,1.55914,3.183612,1054806,10304425,11286799,61948,1072589,833204,19956489,1465737,749827,17405860,335066.0,39171508,5271316,1784949,10373255,17429520,844602,122848,20774538,21741988
2013-08-01,2.79438411764706,2.33896941176471,3.24278117647059,-0.61072,5.54085,6.4944,2.91505,1.54681,3.177278,1003182,10444530,12209095,73225,1137064,757276,19776610,1482190,766828,17199301,328292.0,40647057,6189736,1840371,11539402,19569509,1128766,115840,19832941,21077547
2013-09-01,2.22258470588235,1.67438176470588,2.68215058823529,-0.52858,5.60139,6.56427,2.97832,1.58977,3.241034,664110,7905788,11701313,52400,853737,836669,16957400,668826,644422,15581638,62514.0,38781510,5561633,1694543,10384218,17640394,1110004,113771,19917340,21141115
2013-10-01,1.65335764705882,1.07106235294118,2.30373,-0.20865,5.65458,6.60544,3.05016,1.63472,3.34725,650375,10160766,11752860,51843,1229800,1000512,16555084,1254564,561899,14547274,191347.0,36964747,4816213,1512084,9099773,15428070,863817,123631,20549229,21536677
2013-11-01,0.777123529411765,0.214966470588235,1.58498764705882,0.38766,5.75668,6.66063,3.1853,1.732,3.544454,553340,11228861,11726787,35759,1471757,1114817,16912636,1230725,580141,14812505,289265.0,38533486,5098560,1680322,9933619,16712501,1236249,134949,20449788,21820986
2013-12-01,0.185540588235294,-0.262980588235294,0.788355882352941,0.71095,5.84396,6.70677,3.28271,1.82449,3.673776,525375,12686898,11923751,64299,1596257,1057408,19500698,1105260,672515,17474982,247940.0,41892174,5313798,2071900,11940280,19325978,1188372,136848,21240974,22566194
2014-01-01,0.116819411764706,-0.460679411764706,0.775634117647059,0.73874,5.85637,6.71521,3.30686,1.84661,3.692758,533713,11061842,13550534,69020,1665172,1082981,19024712,788975,766776,17291402,177558.0,43775187,5678615,2161006,13212367,21051988,1397275,133180,21192744,22723199
2014-02-01,0.320847647058824,-0.232042941176471,1.1459,0.62657,5.83661,6.69956,3.2554,1.80336,3.6443,548998,9953994,12020264,62155,1734087,1108554,16817973,817646,708267,15177246,114814.0,41221994,5675726,2031694,12573503,20280923,1392081,115082,19433907,20941070
2014-03-01,0.858332352941177,0.308692941176471,1.83195411764706,0.28102,5.76901,6.65614,3.1601,1.73327,3.519908,644674,10610682,12706893,64857,1803002,1134127,17732592,1028655,709491,15889167,105279.0,40637619,4956804,1895170,11035392,17887366,1210535,125354,21414364,22750253
2014-04-01,1.43942235294118,0.818284117647059,2.15625,-0.09894,5.70269,6.61621,3.06796,1.65611,3.388806,569537,8607441,13378814,64124,1871917,1159700,15297074,548371,672355,14076349,58260.0,39266561,5162201,1728110,10209944,17100255,1064315,138004,20963987,22166306
2014-05-01,1.94659235294118,1.35313176470588,2.75406117647059,-0.36077,5.65736,6.57336,3.00351,1.61522,3.297736,654939,7843602,13635737,61237,1940832,1185273,16249437,567521,631859,15038815,11241.0,37390795,4848790,1546210,9249073,15644073,906010,132075,20708636,21746721
